VIN (1-10),County,City,State
5YJ3E1EBXK,King,Shoreline,WA
5YJYGDEEXL,King,Kirkland,WA
JN1AZ0CP7C,Kitsap,Bremerton,WA
5YJYGDEE7M,Pierce,Gig Harbor,WA
5YJ3E1EB9J,Snohomish,Bothell,WA
5YJ3E1EB3J,Pierce,Tacoma,WA
1C4JJXR6XM,Thurston,Olympia,WA
5YJSA1DN6C,King,Woodinville,WA
5YJ3E1EAXM,King,Kent,WA
YV4ED3GB8N,Snohomish,Snohomish,WA
5YJ3E1EA2J,King,Sammamish,WA
7SAYGDEE0N,King,Kent,WA
1G1RA6S59H,Snohomish,Monroe,WA
5YJSA1DP4D,King,Redmond,WA
5YJ3E1EB1J,King,Woodinville,WA
YV4BR0DL2N,Snohomish,Arlington,WA
1N4BZ0CP8H,King,Redmond,WA
1G1FY6S03L,King,Seattle,WA
5YJ3E1EB9N,Pierce,Puyallup,WA
KNDCE3LG7N,King,Bellevue,WA
5YJ3E1EB9J,Snohomish,Bothell,WA
5YJ3E1EB2K,King,Seattle,WA
KNDJP3AE4G,King,Kirkland,WA
JTMAB3FV5M,Whatcom,Bellingham,WA
1N4BZ0CP3G,Jefferson,Port Townsend,WA
5YJSA1E25L,King,Clyde Hill,WA
5YJ3E1EB5N,Snohomish,Bothell,WA
1N4BZ1BVXN,King,Sammamish,WA
5YJXCBE42M,King,Bellevue,WA
5YJ3E1EA8J,Snohomish,Stanwood,WA
5YJ3E1EB5K,King,Kirkland,WA
5YJXCBE2XH,King,Seattle,WA
5YJ3E1EB6L,Kittitas,Cle Elum,WA
5YJYGAEE2M,King,Redmond,WA
5YJ3E1EAXK,Snohomish,Lynnwood,WA
WA13AAGE2M,King,Shoreline,WA
3FMTK3R73N,Pierce,Bonney Lake,WA
5YJ3E1EB9K,King,Kirkland,WA
YV4ED3GB1N,King,Seattle,WA
JA4J24A53K,King,Seattle,WA
5YJ3E1EB9N,King,Bellevue,WA
5YJXCDE22L,Clark,Yacolt,WA
5YJYGDEF2M,King,Redmond,WA
5YJ3E1EA8N,Snohomish,Bothell,WA
5YJ3E1EB3N,King,Seattle,WA
7SAYGDEE0P,King,Federal Way,WA
WA1AAAGEXM,King,Seattle,WA
1N4AZ1CP6K,Island,Oak Harbor,WA
5YJ3E1EB1M,Pierce,Tacoma,WA
1N4AZ1CP5L,Snohomish,Everett,WA
WVWKR7AU4H,King,Seattle,WA
7SAYGDEE0N,Yakima,Yakima,WA
1G1FW6S05H,Thurston,Olympia,WA
5YJ3E1EB7L,King,Kirkland,WA
5YJYGAEE0M,King,Seattle,WA
3FA6P0PUXE,Snohomish,Everett,WA
5YJXCBE45H,King,Kent,WA
5YJ3E1EB4N,Clark,Vancouver,WA
5YJSA1E54N,Klickitat,Goldendale,WA
LYVBR0DL4K,King,Medina,WA
5YJ3E1EB8K,King,Seattle,WA
JHMZC5F34L,Snohomish,Everett,WA
1G1FY6S00L,Kitsap,Port Orchard,WA
WA1F2BFYXN,King,Redmond,WA
3FMTK3SU4M,Jefferson,Port Hadlock,WA
1N4AZ0CP7F,Snohomish,Snohomish,WA
5UXTA6C01M,King,Seattle,WA
1FADP5CU0G,Whatcom,Acme,WA
JN1AZ0CPXB,King,Seattle,WA
WBY1Z8C33H,Adams,Ritzville,WA
YV4ED3UR6N,King,Redmond,WA
7SAYGAEE3N,King,Seattle,WA
JTDKARFP8L,Thurston,Olympia,WA
3FA6P0SU4D,King,Renton,WA
5YJSA1E20H,King,Medina,WA
WA1VABGE3K,Pierce,Gig Harbor,WA
5YJ3E1EB0K,King,Seattle,WA
5YJ3E1EB3J,Snohomish,Bothell,WA
KNDC3DLC2N,King,Seattle,WA
5YJ3E1EB7J,King,Issaquah,WA
5YJYGDEE4M,Snohomish,Lynnwood,WA
5YJ3E1EB1M,Clark,Vancouver,WA
5YJ3E1EA3K,King,Shoreline,WA
1G1RC6E41F,King,Seattle,WA
1G1FZ6S02L,King,Seattle,WA
7SAYGDEE3N,Mason,Union,WA
1G1FW6S07H,King,Bellevue,WA
5YJ3E1EB7K,King,Fall City,WA
7SAYGAEE8N,Snohomish,Bothell,WA
5YJ3E1EB2J,King,Seattle,WA
1N4AZ0CP3D,King,Seattle,WA
WVWKR7AUXK,King,Black Diamond,WA
WVGUNPE24N,King,Seattle,WA
7SAXCBE66N,King,Kent,WA
5YJSA1E22G,King,Seattle,WA
JTMEB3FV4M,King,Kenmore,WA
3C3CFFGE1D,Pierce,Puyallup,WA
7SAYGDEE1N,Pierce,Orting,WA
JTDKARFP2L,Pierce,Bonney Lake,WA
WVGTMPE20M,Thurston,Olympia,WA
5YJ3E1EA7M,King,Federal Way,WA
1G1RA6S52H,Mason,Tahuya,WA
5YJSA1E23J,Pierce,Fox Island,WA
5YJ3E1EA2J,Pierce,University Place,WA
5YJSA1S13E,King,Redmond,WA
5YJ3E1EA6J,King,Issaquah,WA
KNDCC3LGXN,Cowlitz,Woodland,WA
1C4JJXR61M,King,Bellevue,WA
5YJYGDEE5M,King,Kirkland,WA
WP1AE2A24J,King,Seattle,WA
1G1RC6E40F,Clark,Vancouver,WA
5YJ3E1EA0K,King,Sammamish,WA
5YJ3E1EBXL,Thurston,Olympia,WA
LPSEG3KA3N,Whatcom,Bellingham,WA
LPSEG3KA5N,King,Snoqualmie,WA
WVGGNPE27N,King,Seattle,WA
5YJ3E1EB6K,Clark,Vancouver,WA
1G1FZ6S03N,King,Redmond,WA
1N4AZ1BV3N,King,Seattle,WA
5YJ3E1EA8M,King,Kent,WA
5YJ3E1EA5K,Pierce,Roy,WA
5YJ3E1EB4K,King,Woodinville,WA
JTMEB3FV8N,Pierce,Tacoma,WA
1N4AZ1CP8J,King,Seattle,WA
5YJYGDEE5M,Thurston,Olympia,WA
5YJSA1E22L,Chelan,Wenatchee,WA
5YJYGDEE1M,King,Kirkland,WA
3FMTK2SU1N,King,Seattle,WA
5YJ3E1EBXJ,King,Seattle,WA
1G1FY6S07L,Yakima,Moxee,WA
5YJSA1H13E,King,Sammamish,WA
5YJYGDEE9M,Clallam,Port Angeles,WA
JTDKARFP3K,Spokane,Spokane,WA
1G1RH6E47D,King,Seattle,WA
5YJYGDEEXL,King,Seattle,WA
2C4RC1S7XM,Cowlitz,Castle Rock,WA
2T3YL4DVXE,Pierce,Lake Tapps,WA
5YJ3E1EB9J,King,North Bend,WA
JTDKN3DP4D,King,Burien,WA
1G1FX6S09J,King,Kirkland,WA
1N4AZ1CP0K,Kitsap,Silverdale,WA
KL8CL6S03F,Snohomish,Lynnwood,WA
1G1FZ6S07L,Snohomish,Everett,WA
JN1AZ0CP5B,Snohomish,Brier,WA
5YJ3E1EB9N,Clark,Battle Ground,WA
5YJ3E1EB2N,King,Renton,WA
7SAYGDEE7P,King,Bellevue,WA
WVGTMPE23M,Yakima,Yakima,WA
JN1AZ0CP5C,King,Seattle,WA
3FA6P0SU0K,Benton,Richland,WA
1G1FW6S01H,Thurston,Olympia,WA
5YJ3E1EB9M,Snohomish,Monroe,WA
5YJYGDED5M,King,Newcastle,WA
WP1AE2A21H,Snohomish,Stanwood,WA
5YJSA1E2XG,King,Issaquah,WA
JTDKARFPXH,San Juan,Friday Harbor,WA
5LMYJ8XY4M,King,Mercer Island,WA
5YJYGDEF9M,King,Renton,WA
JTMFB3FV2M,Pierce,Spanaway,WA
W1N9M0KB6N,King,Seattle,WA
WBY1Z4C56E,Clark,Vancouver,WA
5YJ3E1EC1L,King,Redmond,WA
5YJYGDEE7M,King,Seattle,WA
5YJYGDEE6L,King,Seattle,WA
5YJSA1E24H,Clark,Vancouver,WA
3FA6P0SU9K,Spokane,Spokane,WA
1FADP5CU4F,King,Renton,WA
1G1RD6E48E,Clark,Battle Ground,WA
5YJYGDEEXM,King,Seattle,WA
1G1RH6E40E,King,Auburn,WA
WVGTMPE25M,Snohomish,Lynnwood,WA
7SAYGDEE2N,King,Bothell,WA
5UXKT0C31H,King,Bothell,WA
5YJ3E1EBXM,King,Seattle,WA
WVWKR7AUXK,Snohomish,Arlington,WA
5YJ3E1EA8M,King,Shoreline,WA
5YJSA1E25J,King,Redmond,WA
JHMZC5F30J,King,Redmond,WA
JTMAB3FV1M,King,Seattle,WA
5YJ3E1EA2K,Grant,Moses Lake,WA
5YJXCDE28J,Pierce,Tacoma,WA
KNDCD3LD5N,Pierce,Spanaway,WA
KNDC3DLC9N,King,Mercer Island,WA
1N4AZ0CP1F,King,Bellevue,WA
5YJSA1E22H,King,Kirkland,WA
KNDJX3AEXG,King,Seattle,WA
5YJ3E1EB4J,King,Bellevue,WA
JTDKN3DP6E,San Juan,Lopez Island,WA
WP0AC2Y17L,King,Hunts Point,WA
5YJ3E1EB8N,Benton,Kennewick,WA
7SAYGDEE1N,Pierce,Spanaway,WA
1N4AZ0CP4E,Chelan,Leavenworth,WA
3FA6P0PU6D,Whatcom,Blaine,WA
KM8KMDAF3N,Snohomish,Edmonds,WA
5YJ3E1EB6J,Pierce,Edgewood,WA
5YJ3E1EA4K,Snohomish,Lake Stevens,WA
7SAYGDEF1N,King,Renton,WA
1G1FX6S03J,King,Seattle,WA
KM8KM4AE7N,King,Woodinville,WA
5YJSA1E22L,King,Seattle,WA
5YJYGDEE8L,Whitman,Pullman,WA
1G1RB6S56J,King,Bellevue,WA
5YJ3E1EB3N,Clark,Vancouver,WA
3FA6P0PU5F,Pierce,Tacoma,WA
7SAYGDEE0N,King,Sammamish,WA
1G1RD6E45E,Kitsap,Bremerton,WA
5YJXCBE21H,King,Shoreline,WA
5YJ3E1EA0L,Snohomish,Bothell,WA
WAUEJBFW5N,Pierce,Steilacoom,WA
1N4AZ1BV8N,King,Renton,WA
5YJSA1E11F,King,Covington,WA
JTDKAMFP4M,King,Mercer Island,WA
5YJ3E1EBXJ,King,Sammamish,WA
5UXTA6C01N,Clark,Camas,WA
1G1FZ6S03L,Benton,Kennewick,WA
1N4AZ0CPXD,Whatcom,Bellingham,WA
7SAYGDEF0N,King,Bellevue,WA
5YJ3E1EB6N,King,Seattle,WA
JTDKARFP5H,King,Redmond,WA
5YJSA1E27J,King,Seattle,WA
1FADP5EU8H,King,Seatac,WA
JTMAB3FV9M,Skamania,Stevenson,WA
WA1VABGE7N,Snohomish,Woodinville,WA
5YJSA1E29K,Clark,Vancouver,WA
5YJ3E1EB4J,King,Issaquah,WA
1G1FZ6S09K,King,Renton,WA
YV4BR0DLXM,King,Seattle,WA
KNDCC3LG9N,King,Kirkland,WA
JTDKN3DP3C,King,Seattle,WA
5UXTA6C05N,Franklin,Pasco,WA
5YJ3E1EB3K,King,Woodinville,WA
5YJ3E1EC5M,King,Kent,WA
7SAXCAE54N,King,Kirkland,WA
7SAYGDEE0N,Pierce,Tacoma,WA
JTDKN3DP9C,Thurston,Yelm,WA
1N4AZ0CP2D,Okanogan,Tonasket,WA
2T3YL4DV1C,King,Sammamish,WA
KNDRMDLH5N,King,North Bend,WA
KNDCM3LD1K,Snohomish,Lake Stevens,WA
WAUEJBFW2N,King,Redmond,WA
5YJYGAEE6M,Pierce,Spanaway,WA
5YJYGDEE1M,King,Redmond,WA
5YJ3E1EA1L,Snohomish,Marysville,WA
5YJ3E1EAXL,King,Renton,WA
1G1FY6S08N,Kitsap,Port Orchard,WA
1N4AZ1CP3J,King,Issaquah,WA
1C4JJXP67M,Spokane,Liberty Lake,WA
7FCEHDB74N,King,Kent,WA
1G1RD6E41E,King,Seattle,WA
7SAYGDEE1N,King,Bellevue,WA
3FA6P0PU4J,King,Bellevue,WA
WA13AAGE5N,King,Seattle,WA
5YJYGDEE6M,Whatcom,Bellingham,WA
WBAJB1C57K,King,Redmond,WA
WP1AE2A24H,King,Seattle,WA
5YJ3E1EA0M,King,Kirkland,WA
1G1FY6S02K,King,Seattle,WA
1G1RA6E41E,Pierce,University Place,WA
WP0BA2Y10N,King,Seattle,WA
1G1RD6E49B,Kitsap,Silverdale,WA
1N4BZ1BP7L,King,Bellevue,WA
1N4AZ0CP0E,Kitsap,Hansville,WA
7SAYGDEEXN,King,Vashon,WA
3C3CFFGE9J,San Juan,Eastsound,WA
5YJXCBE21J,Pierce,Spanaway,WA
5UXKT0C59G,Spokane,Spokane,WA
5YJYGDEE3M,King,Sammamish,WA
7SAYGDEE8N,King,Issaquah,WA
JN1AZ0CP6C,King,Woodinville,WA
3FA6P0SU9H,Whatcom,Bellingham,WA
5YJ3E1EA0J,Snohomish,Monroe,WA
1N4AZ1CP7J,Jefferson,Nordland,WA
7SAYGDEE7N,King,Kirkland,WA
5YJ3E1EB6K,King,Bellevue,WA
3FA6P0PU4D,Walla Walla,Touchet,WA
KM8K53AG5M,Clark,Vancouver,WA
5YJ3E1EA7J,Snohomish,Snohomish,WA
3FA6P0PU2E,King,Renton,WA
WB523CF00N,Snohomish,Bothell,WA
1N4AZ0CP1F,King,Seattle,WA
KM8K53AG2N,Spokane,Spokane Valley,WA
5YJ3E1EB1K,King,Renton,WA
7SAYGDEE4N,King,Redmond,WA
5YJYGDEF5M,Snohomish,Mukilteo,WA
WMEFJ9BA9H,King,Seattle,WA
5YJ3E1EB8J,King,Seattle,WA
1G1FX6S02H,Thurston,Olympia,WA
JN1AZ0CP1C,King,Renton,WA
7SAYGDEE5N,King,Tukwila,WA
5YJ3E1EB6M,King,Kent,WA
JTDKARFPXH,Benton,Richland,WA
1G1FY6S00L,Yakima,Yakima,WA
7SAYGDEF9N,King,Woodinville,WA
1G1FZ6S02N,Benton,Kennewick,WA
7SAYGDEE7N,King,Kirkland,WA
7SAYGDEE3N,Benton,Richland,WA
5YJ3E1EC6L,King,Federal Way,WA
1N4AZ1CP1J,King,Redmond,WA
1N4AZ0CPXG,Spokane,Spokane Valley,WA
2C4RC1N75H,Spokane,Nine Mile Falls,WA
1FADP5CU7D,Snohomish,Lynnwood,WA
5YJ3E1EA4K,King,Maple Valley,WA
5YJSA1H4XF,Kitsap,Bremerton,WA
1G1RC6S56J,King,Seattle,WA
5YJ3E1EB3J,Yakima,Selah,WA
5YJ3E1EB6J,Spokane,Spokane,WA
SADHC2S1XK,Pierce,Fife,WA
1G1FZ6S06N,King,Seattle,WA
KNDC3DLC3N,Whatcom,Lynden,WA
7SAYGDEE0N,King,Newcastle,WA
5YJYGDEE5L,King,Seattle,WA
JTDKN3DP7C,Pierce,Tacoma,WA
5YJSA1E26J,Grays Harbor,Aberdeen,WA
7SAYGDEF6N,King,Kirkland,WA
1C4JJXP67N,Benton,Kennewick,WA
1N4CZ1CV0P,Whatcom,Bellingham,WA
5YJYGDEE3L,Snohomish,Bothell,WA
1N4AZ1CP5K,King,Maple Valley,WA
7SAYGDEF1N,Benton,Kennewick,WA
KM8KRDAF3N,Pierce,Tacoma,WA
3FMTK3SS9M,Thurston,Lacey,WA
2C4RC1N79J,King,Kirkland,WA
2C4RC1N71J,Pierce,Dupont,WA
5YJXCAE25M,King,Woodinville,WA
5YJSA1E20L,King,Seattle,WA
3FMTK4SE8N,Island,Camano Island,WA
5YJ3E1EA9L,Thurston,Tumwater,WA
5YJYGAEE1M,Clark,Vancouver,WA
5YJSA1E44G,King,North Bend,WA
1FADP5CU1F,King,Shoreline,WA
JTDKAMFP2M,Spokane,Spokane,WA
WBAJB1C53J,Pierce,Anderson Island,WA
7FCTGAALXN,San Juan,Orcas Is,WA
5YJYGDEE6M,Kitsap,Bainbridge Island,WA
JTDKARFP6J,Pierce,Gig Harbor,WA
7SAYGDEE7N,King,Sammamish,WA
JTDKARFP8J,Kitsap,Port Orchard,WA
7SAYGDEE8N,King,Seattle,WA
5YJ3E1EA1J,Snohomish,Woodinville,WA
5YJYGDEEXM,King,Kirkland,WA
5YJXCAE20H,Snohomish,Edmonds,WA
1G1FX6S05H,King,Woodinville,WA
1G1RD6S53G,Clark,Vancouver,WA
5YJSA1E26G,Pierce,Tacoma,WA
1G1RC6S50K,King,Seattle,WA
5YJ3E1EA6J,King,Newcastle,WA
1N4AZ0CP5D,Clallam,Sequim,WA
WVGUNPE29N,Spokane,Spokane Valley,WA
5YJ3E1EA9P,King,Redmond,WA
5YJ3E1EB2M,King,Bellevue,WA
5YJ3E1EB8J,King,Redmond,WA
1G1RB6E49E,King,Renton,WA
5YJ3E1EA4L,King,Maple Valley,WA
1G1FY6S07K,King,Kent,WA
1N4AZ1CP5K,Clark,Vancouver,WA
5YJ3E1EA0L,King,Bellevue,WA
5UXTS1C02M,King,Bothell,WA
2C4RC1S76N,Snohomish,Lynnwood,WA
7SAYGDEE7N,Clark,Vancouver,WA
JTDKARFP2L,Thurston,Olympia,WA
WVGUNPE20M,Grays Harbor,Pacific Beach,WA
JHMZC5F18L,Pierce,Orting,WA
3FMTK3SU9M,King,Federal Way,WA
1G1RB6S59H,Spokane,Spokane,WA
1N4AZ0CP1D,Kitsap,Kingston,WA
JA4J24A5XL,Snohomish,Bothell,WA
5YJ3E1EA0J,Skagit,Anacortes,WA
5YJ3E1EBXJ,Kitsap,Bainbridge Island,WA
5YJ3E1EA5L,Snohomish,Mill Creek,WA
3FMTK4SX9M,Snohomish,Snohomish,WA
1N4BZ1BV6M,Franklin,Pasco,WA
5YJYGDEE1M,King,Seatac,WA
5YJSA1E28G,Pierce,Gig Harbor,WA
1G1FX6S06H,King,Seattle,WA
1N4BZ1DP7L,Island,Camano Island,WA
1G1FY6S02L,Skagit,Anacortes,WA
5YJ3E1EA2K,Snohomish,Mill Creek,WA
1N4AZ0CP0F,Whatcom,Bellingham,WA
1N4AZ0CP0D,King,Kirkland,WA
1N4AZ1CP0K,Pierce,Orting,WA
5YJ3E1EBXN,King,Seattle,WA
3MW5P9J05N,Spokane,Spokane,WA
JTDKN3DP8C,Okanogan,Tonasket,WA
5YJ3E1EC5M,Pierce,Bonney Lake,WA
3FA6P0SU3F,Lewis,Randle,WA
KM8S6DA20N,Thurston,Olympia,WA
5YJYGDEE9M,King,Redmond,WA
YV4BR0DL8J,King,Seattle,WA
KNDC3DLC4N,Pierce,Tacoma,WA
7SAXCBE69N,Pierce,Lakebay,WA
1N4AZ0CP3D,Pierce,Gig Harbor,WA
5YJ3E1EB0N,Island,Oak Harbor,WA
5YJSA1E20G,Snohomish,Monroe,WA
JN1AZ0CP6B,Clark,Vancouver,WA
JTDKN3DPXC,Thurston,Yelm,WA
5YJ3E1EB3J,Pierce,Lakewood,WA
5YJYGDEE9M,King,Sammamish,WA
5YJSA1E25J,King,Kirkland,WA
5YJXCDE25H,King,Redmond,WA
5YJXCDE23L,Spokane,Spokane,WA
1N4AZ0CP6F,Kitsap,Bremerton,WA
3FMTK1SS1N,Snohomish,Everett,WA
5YJYGAEE3M,Pierce,Gig Harbor,WA
7SAXCBE68N,King,Redmond,WA
7SAYGAEE4N,Snohomish,Lynnwood,WA
5YJXCDE26G,King,Bellevue,WA
5YJ3E1EA0J,King,Redmond,WA
5YJXCAE22H,King,Redmond,WA
JTDKN3DP6F,King,Shoreline,WA
WAUUPBFF5G,King,Seattle,WA
1G1RD6E43C,Snohomish,Monroe,WA
1N4AZ0CP2D,Kitsap,Port Orchard,WA
7SAYGDEE1N,King,Sammamish,WA
1G1RD6S53H,Skagit,Sedro-Woolley,WA
WBY1Z4C58E,Snohomish,Edmonds,WA
5YJ3E1EC9P,King,Carnation,WA
WMZYU7C53K,Benton,Richland,WA
1G1RA6E41C,King,Issaquah,WA
1N4AZ1CP6K,King,Tukwila,WA
1G1RA6E40C,Snohomish,Everett,WA
1FT6W1EV1N,Snohomish,Arlington,WA
5YJ3E1EA1M,King,Bellevue,WA
1FADP5CU6F,Yakima,Zillah,WA
1N4BZ1DV1M,Kitsap,Poulsbo,WA
7SAYGDEE1N,King,Renton,WA
1N4AZ0CP2F,King,Bellevue,WA
5YJYGDEE0M,King,Kenmore,WA
1G1FY6S03N,Grant,Moses Lake,WA
5YJSA1E2XJ,King,Renton,WA
5YJ3E1EBXJ,King,Seattle,WA
1N4BZ0CP4H,Kitsap,Bremerton,WA
7SAYGDEF1N,King,Issaquah,WA
1N4AZ0CPXD,King,Seattle,WA
3FA6P0PUXJ,King,Seattle,WA
WA1VAAGE0K,King,Mercer Island,WA
1G1FX6S04H,Pierce,South Hill,WA
7SAYGDEE5N,King,Bellevue,WA
7SAYGDEF0N,King,Covington,WA
1N4AZ0CP5F,Clark,Battle Ground,WA
WB523CF01N,King,Black Diamond,WA
5YJ3E1EA1M,Pierce,South Hill,WA
5YJXCAE2XH,King,Redmond,WA
1FADP5CU7F,Pierce,Tacoma,WA
JA4J24A51L,Thurston,Olympia,WA
5YJ3E1EB6K,Pierce,Puyallup,WA
KM8K53AG1N,Snohomish,Mukilteo,WA
1N4CZ1CV5P,King,Vashon,WA
1N4AZ0CP9F,King,Seattle,WA
5YJ3E1EB2N,King,Seattle,WA
5YJ3E1EB6M,Spokane,Spokane,WA
3FMTK3RM2M,Spokane,Spokane,WA
JTDKARFP0L,Thurston,Olympia,WA
WDDVP9AB1H,King,Seattle,WA
5YJXCBE25L,Spokane,Spokane,WA
3FMTK3SU5M,Snohomish,Marysville,WA
5YJ3E1EB1M,Clark,Vancouver,WA
JF2GTDNC5K,Snohomish,Lynnwood,WA
5YJSA1E5XN,King,Bothell,WA
YV4BR0CK0M,Kitsap,Poulsbo,WA
1N4AZ1CP6J,King,Bellevue,WA
1N4AZ0CP3D,Kitsap,Port Orchard,WA
5YJ3E1EB2L,Kitsap,Bainbridge Island,WA
5YJYGAEE9M,King,Renton,WA
7SAYGDEE3N,King,Seattle,WA
1G1FX6S02H,Kitsap,Kingston,WA
1C4JJXP61N,Lewis,Chehalis,WA
YH4K14AA0C,Snohomish,Lake Stevens,WA
7SAYGDEF5N,Snohomish,Snohomish,WA
5YJ3E1EAXM,King,Bellevue,WA
5YJYGDEE5M,Pierce,Puyallup,WA
5YJSA1E4XH,King,Issaquah,WA
5YJYGDEE0M,King,Seattle,WA
7SAYGDEF1N,King,Bellevue,WA
5YJXCAE23G,King,Kirkland,WA
1C4JJXP62M,King,Bellevue,WA
1N4BZ0CP3G,King,Seattle,WA
7FCTGAALXN,Pierce,Puyallup,WA
1G1FW6S00H,Douglas,East Wenatchee,WA
3FMTK3SU3M,King,Seattle,WA
KNDRJDLH0N,Snohomish,Lynnwood,WA
5YJ3E1EBXN,Snohomish,Bothell,WA
1G1FW6S01H,Thurston,Olympia,WA
YV4BR0DLXK,Whatcom,Bellingham,WA
3FMTK3SU3M,Snohomish,Lynnwood,WA
5YJ3E1EB6M,Snohomish,Snohomish,WA
1N4AZ0CP9F,Snohomish,Bothell,WA
5YJ3E1EA2K,King,Renton,WA
3FMTK3R78N,Thurston,Olympia,WA
2C4RC1N72L,King,Sammamish,WA
1G1RC6S57J,King,Seattle,WA
1G1FY6S07M,Snohomish,Lynnwood,WA
5YJ3E1EBXK,Snohomish,Mill Creek,WA
YV4H60CM4N,Mason,Belfair,WA
1N4AZ0CP6F,King,Shoreline,WA
5YJYGDEE5M,King,Sammamish,WA
5YJXCBE27H,King,Issaquah,WA
1C4JJXP61N,Spokane,Cheney,WA
1N4AZ0CP7F,King,Auburn,WA
1G1FY6S07M,Kitsap,Bainbridge Island,WA
5YJSA1E15G,King,Shoreline,WA
1N4AZ1CPXJ,King,Seattle,WA
5YJSA1E60N,King,Kirkland,WA
WVGRMPE23M,King,Renton,WA
5YJYGDEE9M,King,Seattle,WA
5UXTS1C08M,Pierce,Steilacoom,WA
1N4AZ0CPXD,King,Kirkland,WA
WBY1Z8C3XH,Snohomish,Snohomish,WA
JN1AZ0CPXC,Thurston,Olympia,WA
WAUTPBFF5J,King,Bellevue,WA
1N4AZ0CP3F,King,Auburn,WA
1G1FX6S01H,King,Seattle,WA
5YJSA1E6XM,Pierce,Tacoma,WA
5YJYGDEF4M,King,Seattle,WA
5YJ3E1EA5M,King,Renton,WA
WBY1Z6C53H,Thurston,Yelm,WA
3C3CFFGE9D,King,Vashon,WA
JA4J24A52K,Thurston,Olympia,WA
5YJ3E1EC4L,King,Seattle,WA
KNDCC3LG7L,Snohomish,Edmonds,WA
1N4BZ0CPXH,King,Bellevue,WA
WVGDMPE26M,Benton,Richland,WA
5YJ3E1EB7M,King,Snoqualmie,WA
5YJ3E1EB8J,Thurston,Olympia,WA
WBY1Z4C56E,Clark,Vancouver,WA
WMEFJ9BA0H,Mason,Elma,WA
1N4BZ1CVXN,Snohomish,Everett,WA
1N4AZ0CP3D,King,Seattle,WA
7SAYGDEE3N,King,Kirkland,WA
5YJYGDEE3M,Island,Camano Island,WA
1FADP5CU8D,King,Renton,WA
WVGGNPE20N,Chelan,Wenatchee,WA
1G1FY6S06L,King,Seattle,WA
KL8CL6S03E,Island,Langley,WA
1G1RH6E45E,Pierce,Puyallup,WA
1N4AZ0CP3E,King,Seattle,WA
WB523CF09N,Snohomish,Everett,WA
5YJ3E1EA5J,King,Kent,WA
5YJ3E1EB0M,Clark,Camas,WA
5YJSA1E55N,King,Sammamish,WA
5YJYGAEE0M,King,Seattle,WA
WBY1Z4C51E,Snohomish,Lynnwood,WA
1N4BZ0CP8G,King,Redmond,WA
YV4ED3UR8M,Kitsap,Bainbridge Island,WA
5YJ3E1EA0M,King,Seattle,WA
1G1FZ6S02K,King,Seattle,WA
WA1AAAGE5M,Pierce,Tacoma,WA
KM8KNDAF8N,Kitsap,Bainbridge Island,WA
1N4AZ0CP2G,Kitsap,Olalla,WA
5YJYGDEE0M,Clark,Vancouver,WA
WBY73AW00N,King,Seattle,WA
5YJ3E1EA9J,King,Seattle,WA
5YJ3E1EA5M,King,Kent,WA
YV4BR0DM4J,King,Kent,WA
WA1E2AFY8M,Thurston,Olympia,WA
7SAYGAEE5N,Pierce,Bonney Lake,WA
3C3CFFGEXH,Kitsap,Suquamish,WA
5YJXCBE41K,King,Seattle,WA
5YJ3E1EB3K,Walla Walla,Walla Walla,WA
5YJ3E1EB0K,Clark,Vancouver,WA
JTMFB3FV4M,King,Sammamish,WA
5YJYGDEF6L,King,Redmond,WA
5YJ3E1EA3L,Snohomish,Mukilteo,WA
7FCEHDB75N,King,Kent,WA
5YJYGDEE7L,King,Kirkland,WA
SADHC2S11K,King,Mercer Island,WA
5YJ3E1EB4N,King,Bothell,WA
KNDC3DLC8N,King,Seattle,WA
1N4AZ1CVXN,King,Bothell,WA
1C4JJXP6XN,Kitsap,Port Orchard,WA
7SAYGDEF5N,King,Newcastle,WA
5YJ3E1EC7L,Snohomish,Granite Falls,WA
1N4AZ1CP3K,Spokane,Spokane,WA
WDDVP9AB4E,Kitsap,Bainbridge Island,WA
5YJ3E1EA5N,King,Seattle,WA
WA1VABGEXM,King,Kirkland,WA
1N4AZ0CP4D,Thurston,Lacey,WA
5YJ3E1EA0L,King,Seattle,WA
5YJYGDEE5M,Pierce,Tacoma,WA
1N4AZ1CP3J,Pierce,Tacoma,WA
7SAYGDEFXN,Snohomish,Snohomish,WA
50EA1DAAXN,Island,Coupeville,WA
1G1FW6S06L,Grant,Ephrata,WA
1N4AZ0CP6D,Clark,Battle Ground,WA
5YJ3E1EBXM,King,Kirkland,WA
5YJYGDEE2L,Snohomish,Bothell,WA
5YJ3E1EB3J,King,Redmond,WA
JTDKARFP5L,Thurston,Olympia,WA
KNDJX3AE5J,King,Kirkland,WA
5YJ3E1EB6M,King,Seattle,WA
5YJ3E1EB8K,Clark,Camas,WA
1FADP5CU5F,King,Preston,WA
YV4BC0PL6G,King,Hunts Point,WA
WBY1Z4C58F,Kitsap,Hansville,WA
1N4BZ1CP7K,Pierce,Lake Tapps,WA
1N4BZ0CP1G,King,Bellevue,WA
5YJYGAEE8M,King,Kirkland,WA
1G1FW6S00H,San Juan,Eastsound,WA
5YJSA1E26M,Snohomish,Marysville,WA
1N4BZ0CP9H,Kitsap,Bainbridge Island,WA
3C3CFFGE2G,King,Seattle,WA
